I	0	10000	49
I	10000	20000	29
I	20000	30000	35
I	30000	40000	38
I	40000	50000	28
I	50000	60000	31
I	60000	70000	39
I	70000	80000	32
I	80000	90000	18
I	90000	100000	21
I	100000	110000	30
I	110000	120000	15
I	120000	130000	24
I	130000	140000	30
I	140000	150000	15
I	150000	160000	17
I	160000	170000	34
I	170000	180000	21
I	180000	190000	23
I	190000	200000	28
I	200000	210000	19
I	210000	220000	31
I	220000	230000	24
I	230000	240000	29
I	240000	250000	20
I	250000	260000	31
I	260000	270000	34
I	270000	280000	46
I	280000	290000	20
I	290000	300000	33
I	300000	310000	26
I	310000	320000	25
I	320000	330000	19
I	330000	340000	36
I	340000	350000	35
I	350000	360000	30
I	360000	370000	39
I	370000	380000	29
I	380000	390000	41
I	390000	400000	57
I	400000	410000	58
I	410000	420000	19
I	420000	430000	21
I	430000	440000	20
I	440000	450000	18
I	450000	460000	29
I	460000	470000	32
I	470000	480000	26
I	480000	490000	28
I	490000	500000	39
I	500000	510000	23
I	510000	520000	25
I	520000	530000	26
I	530000	540000	22
I	540000	550000	37
I	550000	560000	23
I	560000	570000	35
I	570000	580000	27
I	580000	590000	15
I	590000	600000	16
I	600000	610000	32
I	610000	620000	31
I	620000	630000	40
I	630000	640000	44
I	640000	650000	43
I	650000	660000	36
I	660000	670000	44
I	670000	680000	46
I	680000	690000	58
I	690000	700000	34
I	700000	710000	27
I	710000	720000	20
I	720000	730000	17
I	730000	740000	22
I	740000	750000	15
I	750000	760000	25
I	760000	770000	17
I	770000	780000	29
I	780000	790000	30
I	790000	800000	22
I	800000	810000	33
I	810000	820000	34
I	820000	830000	24
I	830000	840000	37
I	840000	850000	19
I	850000	860000	32
I	860000	870000	52
I	870000	880000	35
I	880000	890000	29
I	890000	900000	19
I	900000	910000	28
I	910000	920000	30
I	920000	930000	39
I	930000	940000	28
I	940000	950000	20
I	950000	960000	40
I	960000	970000	33
I	970000	980000	25
I	980000	990000	45
I	990000	1000000	38
I	1000000	1010000	23
I	1010000	1020000	29
I	1020000	1030000	49
I	1030000	1040000	33
I	1040000	1050000	44
I	1050000	1060000	44
I	1060000	1070000	40
I	1070000	1080000	46
I	1080000	1090000	38
I	1090000	1100000	52
I	1100000	1110000	376
I	1110000	1120000	285
I	1120000	1130000	104
I	1130000	1140000	82
I	1140000	1150000	54
I	1150000	1160000	53
I	1160000	1170000	64
I	1170000	1180000	79
I	1180000	1190000	57
I	1190000	1200000	49
I	1200000	1210000	65
I	1210000	1220000	173
I	1220000	1230000	62
I	1230000	1240000	60
I	1240000	1250000	78
I	1250000	1260000	47
I	1260000	1270000	33
I	1270000	1280000	49
I	1280000	1290000	22
I	1290000	1300000	22
I	1300000	1310000	15
I	1310000	1320000	4
I	1320000	1330000	7
I	1330000	1340000	12
I	1340000	1350000	11
I	1350000	1360000	9
I	1360000	1370000	31
I	1370000	1380000	29
I	1380000	1390000	52
I	1390000	1400000	46
I	1400000	1410000	42
I	1410000	1420000	64
I	1420000	1430000	44
I	1430000	1440000	58
I	1440000	1450000	33
I	1450000	1460000	31
I	1460000	1470000	53
I	1470000	1480000	48
I	1480000	1490000	47
I	1490000	1500000	59
I	1500000	1510000	79
I	1510000	1520000	60
I	1520000	1530000	133
I	1530000	1540000	45
I	1540000	1550000	42
I	1550000	1560000	61
I	1560000	1570000	75
I	1570000	1580000	91
I	1580000	1590000	99
I	1590000	1600000	50
I	1600000	1610000	53
I	1610000	1620000	66
I	1620000	1630000	76
I	1630000	1640000	59
I	1640000	1650000	47
I	1650000	1660000	21
I	1660000	1670000	38
I	1670000	1680000	31
I	1680000	1690000	41
I	1690000	1700000	37
I	1700000	1710000	23
I	1710000	1720000	45
I	1720000	1730000	43
I	1730000	1740000	15
I	1740000	1750000	75
I	1750000	1760000	69
I	1760000	1770000	43
I	1770000	1780000	68
I	1780000	1790000	48
I	1790000	1800000	31
I	1800000	1810000	35
I	1810000	1820000	23
I	1820000	1830000	37
I	1830000	1840000	39
I	1840000	1850000	58
I	1850000	1860000	47
I	1860000	1870000	28
I	1870000	1880000	46
I	1880000	1890000	29
I	1890000	1900000	32
I	1900000	1910000	82
I	1910000	1920000	111
I	1920000	1930000	59
I	1930000	1940000	36
I	1940000	1950000	53
I	1950000	1960000	79
I	1960000	1970000	81
I	1970000	1980000	68
I	1980000	1990000	54
I	1990000	2000000	36
I	2000000	2010000	30
I	2010000	2020000	36
I	2020000	2030000	56
I	2030000	2040000	39
I	2040000	2050000	45
I	2050000	2060000	15
I	2060000	2070000	16
I	2070000	2080000	39
I	2080000	2090000	34
I	2090000	2100000	35
I	2100000	2110000	60
I	2110000	2120000	37
I	2120000	2130000	44
I	2130000	2140000	47
I	2140000	2150000	38
I	2150000	2160000	49
I	2160000	2170000	60
I	2170000	2180000	61
I	2180000	2190000	55
I	2190000	2200000	59
I	2200000	2210000	19
I	2210000	2220000	11
I	2220000	2230000	2
I	2230000	2240000	5
I	2240000	2250000	6
I	2250000	2260000	20
I	2260000	2270000	23
I	2270000	2280000	32
I	2280000	2290000	41
I	2290000	2300000	26
I	2300000	2310000	12
I	2310000	2320000	20
I	2320000	2330000	75
I	2330000	2340000	274
I	2340000	2350000	74
I	2350000	2360000	125
I	2360000	2370000	81
I	2370000	2380000	31
I	2380000	2390000	40
I	2390000	2400000	31
I	2400000	2410000	32
I	2410000	2420000	20
